s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,w_tr_right_m,w_tr_left_m
60.386211,35.250000,15.270000,1.325818,-1.224893,3.129979,-0.196459,1.101100,1.101100
60.592366,35.300000,15.470000,1.570796,1.188321,3.117401,0.256789,1.060200,1.060200
60.792366,35.300000,15.670000,1.570796,0.000000,3.134336,5.102993,1.050000,1.050000
60.992366,35.300000,15.870000,1.570796,0.000000,3.444599,5.062060,1.068000,1.068000
61.192366,35.300000,16.070000,1.570796,0.000000,3.726941,5.021455,1.054500,1.054500
61.392366,35.300000,16.270000,1.570796,0.000000,3.987313,4.981176,1.050000,1.050000
61.592366,35.300000,16.470000,1.570796,0.000000,4.229792,4.941220,1.050000,1.050000
61.792366,35.300000,16.670000,1.570796,0.000000,4.457312,4.901585,1.050000,1.050000
61.992366,35.300000,16.870000,1.570796,0.000000,4.672072,4.862267,1.068000,1.068000
62.192366,35.300000,17.070000,1.570796,0.000000,4.875774,-10.250617,1.100000,1.100000
62.392366,35.300000,17.270000,1.570796,0.000000,4.435417,-12.295880,1.100000,1.100000
62.592366,35.300000,17.470000,1.570796,0.000000,3.841168,-12.198035,1.101100,1.101100
62.792366,35.300000,17.670000,1.570796,0.000000,3.142508,-0.196459,1.126900,1.126900
62.992366,35.300000,17.870000,1.815775,1.224893,3.129979,-0.196459,1.150000,1.150000
63.198521,35.250000,18.070000,1.570796,-1.188321,3.117401,0.256789,1.150000,1.150000
63.398521,35.250000,18.270000,1.570796,0.000000,3.134336,-0.077544,1.150000,1.150000
63.598521,35.250000,18.470000,1.570796,0.000000,3.129384,-0.387880,1.150000,1.150000
63.798521,35.250000,18.670000,1.815775,1.224893,3.104496,-0.204654,1.150000,1.150000
64.004677,35.200000,18.870000,1.570796,-1.188321,3.091284,-0.278532,1.101100,1.101100
64.204677,35.200000,19.070000,1.570796,0.000000,3.072652,-1.206175,1.126900,1.126900
64.404677,35.200000,19.270000,1.815775,1.224893,2.993112,-0.616678,1.159300,1.159300
64.610832,35.150000,19.470000,1.570796,-1.188321,2.951618,-1.432939,1.152100,1.152100
64.810832,35.150000,19.670000,1.815775,1.224893,2.849778,-0.650871,1.175800,1.175800
65.016987,35.100000,19.870000,2.034444,1.060700,2.803727,-0.286651,1.200000,1.200000
65.240594,35.000000,20.070000,2.034444,0.000000,2.782570,-2.775095,1.179800,1.179800
65.464201,34.900000,20.270000,2.356194,1.438912,2.549831,-0.335135,1.200000,1.200000
65.747044,34.700000,20.470000,2.356194,0.000000,2.520270,-0.125946,1.187900,1.187900
66.029886,34.500000,20.670000,2.896614,1.910671,2.506095,-0.125946,1.050000,1.050000
66.236042,34.300000,20.720000,2.896614,-0.000000,2.491840,5.175483,1.001200,1.001200
66.442197,34.100000,20.770000,3.141593,1.188321,2.888455,1.918320,0.980800,0.980800
66.642197,33.900000,20.770000,3.141593,0.000000,3.022270,1.656633,1.000000,1.000000
66.842197,33.700000,20.770000,3.386571,1.224893,3.129979,-0.196459,0.961200,0.961200
67.048352,33.500000,20.720000,3.141593,-1.188321,3.117401,0.190594,0.900000,0.900000
67.248352,33.300000,20.720000,3.386571,1.224893,3.129979,-0.196459,0.911800,0.911800
67.454507,33.100000,20.670000,3.386571,0.000000,3.117401,-3.162091,0.915700,0.915700
67.660663,32.900000,20.620000,3.605240,1.060700,2.900763,-0.181396,0.956200,0.956200
67.884270,32.700000,20.520000,3.926991,1.438912,2.887842,-0.167239,0.962400,0.962400
68.096402,32.550000,20.370000,4.068888,0.668909,2.874864,5.134261,0.898700,0.898700
68.346402,32.400000,20.170000,4.248741,0.719414,3.231582,-0.631099,0.823200,0.823200
68.570008,32.300000,19.970000,4.467410,0.977917,3.182385,-0.299336,0.788200,0.788200
68.776164,32.250000,19.770000,4.712389,1.188321,3.161283,-0.287046,0.774600,0.774600
68.976164,32.250000,19.570000,4.712389,0.000000,3.142508,-0.196459,0.756200,0.756200
69.176164,32.250000,19.370000,4.467410,-1.224893,3.129979,-0.196459,0.751600,0.751600
69.382319,32.200000,19.170000,4.712389,1.188321,3.117401,0.256789,0.800000,0.800000
69.582319,32.200000,18.970000,4.712389,0.000000,3.134336,5.102993,0.800000,0.800000
69.782319,32.200000,18.770000,4.712389,0.000000,3.444599,5.062060,0.800000,0.800000
69.982319,32.200000,18.570000,4.712389,0.000000,3.726941,2.161208,0.756200,0.756200
70.182319,32.200000,18.370000,4.712389,0.000000,3.841168,-12.198035,0.756200,0.756200
70.382319,32.200000,18.170000,4.712389,0.000000,3.142508,-0.196459,0.800000,0.800000
70.582319,32.200000,17.970000,4.467410,-1.224893,3.129979,-0.196459,0.800000,0.800000
70.788474,32.150000,17.770000,4.467410,0.000000,3.117401,0.023589,0.850000,0.850000
70.994629,32.100000,17.570000,4.467410,-0.000000,3.118960,-3.287053,0.862400,0.862400
71.200785,32.050000,17.370000,4.248741,-1.060700,2.893549,-0.297781,0.884100,0.884100
71.424392,31.950000,17.170000,4.248741,0.000000,2.872255,-8.517132,0.951200,0.951200
71.647998,31.850000,16.970000,4.068888,-0.804329,2.107338,-0.098578,1.031700,1.031700
71.897998,31.700000,16.770000,3.386571,-2.729266,2.096851,-0.088171,0.920800,0.920800
72.104154,31.500000,16.720000,3.386571,-0.000000,2.086313,5.212713,0.823200,0.823200
72.310309,31.300000,16.670000,3.141593,-1.188321,2.549894,4.143200,0.750000,0.750000
72.510309,31.100000,16.670000,3.141593,0.000000,2.865352,4.162782,0.750000,0.750000
72.710309,30.900000,16.670000,3.141593,0.000000,3.142508,-0.196459,0.763900,0.763900
72.910309,30.700000,16.670000,3.386571,1.224893,3.129979,-0.196459,0.788200,0.788200
73.116464,30.500000,16.620000,3.141593,-1.188321,3.117401,0.190594,0.800000,0.800000
73.316464,30.300000,16.620000,3.386571,1.224893,3.129979,-0.196459,0.800000,0.800000
73.522619,30.100000,16.570000,3.141593,-1.188321,3.117401,0.256789,0.750000,0.750000
73.722619,29.900000,16.570000,3.141593,0.000000,3.134336,0.128226,0.750000,0.750000
73.922619,29.700000,16.570000,3.141593,0.000000,3.142508,-0.196459,0.750000,0.750000
74.122619,29.500000,16.570000,2.896614,-1.224893,3.129979,-0.196459,0.750000,0.750000
74.328775,29.300000,16.620000,3.141593,1.188321,3.117401,0.256789,0.800000,0.800000
74.528775,29.100000,16.620000,3.141593,0.000000,3.134336,5.102993,0.800000,0.800000
74.728775,28.900000,16.620000,3.141593,0.000000,3.444599,5.062060,0.800000,0.800000
74.928775,28.700000,16.620000,3.141593,0.000000,3.726941,5.021455,0.800000,0.800000
75.128775,28.500000,16.620000,3.141593,0.000000,3.987313,4.981176,0.800000,0.800000
75.328775,28.300000,16.620000,3.141593,0.000000,4.229792,-7.841424,0.800000,0.800000
75.528775,28.100000,16.620000,3.141593,0.000000,3.841168,-12.198035,0.800000,0.800000
75.728775,27.900000,16.620000,3.141593,0.000000,3.142508,-0.196459,0.800000,0.800000
75.928775,27.700000,16.620000,2.896614,-1.224893,3.129979,-0.196459,0.800000,0.800000
76.134930,27.500000,16.670000,3.141593,1.188321,3.117401,0.256789,0.751600,0.751600
76.334930,27.300000,16.670000,3.141593,0.000000,3.134336,-0.068233,0.777600,0.777600
76.534930,27.100000,16.670000,2.896614,-1.224893,3.129979,-0.196459,0.714900,0.714900
76.741085,26.900000,16.720000,3.141593,1.188321,3.117401,0.256789,0.750000,0.750000
76.941085,26.700000,16.720000,3.141593,0.000000,3.134336,0.128226,0.774600,0.774600
77.141085,26.500000,16.720000,3.141593,0.000000,3.142508,-0.196459,0.801500,0.801500
77.341085,26.300000,16.720000,3.386571,1.224893,3.129979,-0.196459,0.836000,0.836000
77.547241,26.100000,16.670000,3.141593,-1.188321,3.117401,0.190594,0.800000,0.800000
77.747241,25.900000,16.670000,2.896614,-1.224893,3.129979,-0.196459,0.800000,0.800000
77.953396,25.700000,16.720000,3.141593,1.188321,3.117401,0.256789,0.850000,0.850000
78.153396,25.500000,16.720000,3.141593,0.000000,3.134336,5.102993,0.850000,0.850000
78.353396,25.300000,16.720000,3.141593,0.000000,3.444599,-4.974767,0.850000,0.850000
78.553396,25.100000,16.720000,3.141593,0.000000,3.142508,-0.196459,0.850000,0.850000
78.753396,24.900000,16.720000,2.896614,-1.224893,3.129979,-0.196459,0.850000,0.850000
78.959551,24.700000,16.770000,3.141593,1.188321,3.117401,0.256789,0.900000,0.900000
79.159551,24.500000,16.770000,3.141593,0.000000,3.134336,5.102993,0.900000,0.900000
79.359551,24.300000,16.770000,3.141593,0.000000,3.444599,5.062060,0.900000,0.900000
79.559551,24.100000,16.770000,3.141593,0.000000,3.726941,5.021455,0.900000,0.900000
79.759551,23.900000,16.770000,3.141593,0.000000,3.987313,4.981176,0.900000,0.900000
79.959551,23.700000,16.770000,3.141593,0.000000,4.229792,4.941220,0.900000,0.900000
80.159551,23.500000,16.770000,3.141593,0.000000,4.457312,-0.486764,0.900000,0.900000
80.359551,23.300000,16.770000,3.141593,0.000000,4.435417,-12.295880,0.900000,0.900000
80.559551,23.100000,16.770000,3.141593,0.000000,3.841168,-12.198035,0.900000,0.900000
80.759551,22.900000,16.770000,3.141593,0.000000,3.142508,-0.196459,0.900000,0.900000
80.959551,22.700000,16.770000,2.896614,-1.224893,3.129979,-0.196459,0.900000,0.900000
81.165706,22.500000,16.820000,3.141593,1.188321,3.117401,0.256789,0.850000,0.850000
81.365706,22.300000,16.820000,3.141593,0.000000,3.134336,5.102993,0.850000,0.850000
81.565706,22.100000,16.820000,3.141593,0.000000,3.444599,-8.188979,0.850000,0.850000
81.765706,21.900000,16.820000,3.141593,0.000000,2.930814,-12.075391,0.850000,0.850000
81.965706,21.700000,16.820000,3.141593,0.000000,1.938947,-0.074791,0.850000,0.850000
82.165706,21.500000,16.820000,3.785094,3.217506,1.931217,-0.074791,0.850000,0.850000
82.415706,21.300000,16.670000,3.605240,-0.719414,1.923455,5.225809,0.701700,0.701700
82.639313,21.100000,16.570000,3.605240,-0.000000,2.512486,1.816137,0.646400,0.646400
82.862920,20.900000,16.470000,3.785094,0.804329,2.669230,-4.122525,0.630100,0.630100
83.112920,20.700000,16.320000,3.386571,-1.594090,2.298072,-0.126541,0.660600,0.660600
83.319075,20.500000,16.270000,3.141593,-1.188321,2.284265,-0.100704,0.657100,0.657100
83.519075,20.300000,16.270000,2.677945,-2.318238,2.275158,-0.103804,0.650000,0.650000
83.742682,20.100000,16.370000,2.896614,0.977917,2.266015,2.508496,0.568500,0.568500
83.948837,19.900000,16.420000,2.677945,-1.060700,2.501331,-3.980338,0.576500,0.576500
84.172444,19.700000,16.520000,2.896614,0.977917,2.148377,-0.084634,0.582500,0.582500
84.378599,19.500000,16.570000,2.356194,-2.621420,2.139550,-0.091798,0.600000,0.600000
84.661442,19.300000,16.770000,2.896614,1.910671,2.130686,3.234851,0.800000,0.800000
84.867597,19.100000,16.820000,3.141593,1.188321,2.523833,4.302979,0.850000,0.850000
85.067597,18.900000,16.820000,3.141593,0.000000,2.853751,5.136687,0.851400,0.851400
85.267597,18.700000,16.820000,3.141593,0.000000,3.193520,5.095483,0.884100,0.884100
85.467597,18.500000,16.820000,3.141593,0.000000,3.498108,5.054610,0.900000,0.900000
85.667597,18.300000,16.820000,3.141593,0.000000,3.776057,5.014065,0.872000,0.872000
85.867597,18.100000,16.820000,3.141593,0.000000,4.032894,4.973846,0.850000,0.850000
86.067597,17.900000,16.820000,3.141593,0.000000,4.272443,-8.748004,0.851400,0.851400
86.267597,17.700000,16.820000,3.141593,0.000000,3.841168,-12.198035,0.884100,0.884100
86.467597,17.500000,16.820000,3.141593,0.000000,3.142508,-0.196459,0.851400,0.851400
86.667597,17.300000,16.820000,3.386571,1.224893,3.129979,-0.196459,0.850000,0.850000
86.873753,17.100000,16.770000,3.141593,-1.188321,3.117401,0.256789,0.855500,0.855500
87.073753,16.900000,16.770000,3.141593,0.000000,3.134336,5.102993,0.898700,0.898700
87.273753,16.700000,16.770000,3.141593,0.000000,3.444599,-4.974767,0.900000,0.900000
87.473753,16.500000,16.770000,3.141593,0.000000,3.142508,-0.196459,0.900000,0.900000
87.673753,16.300000,16.770000,2.896614,-1.224893,3.129979,-0.196459,0.900000,0.900000
87.879908,16.100000,16.820000,3.141593,1.188321,3.117401,0.256789,0.911800,0.911800
88.079908,15.900000,16.820000,3.141593,0.000000,3.134336,-0.068233,0.950000,0.950000
88.279908,15.700000,16.820000,2.896614,-1.224893,3.129979,-0.196459,0.934900,0.934900
88.486063,15.500000,16.870000,3.141593,1.188321,3.117401,0.256789,0.911800,0.911800
88.686063,15.300000,16.870000,3.141593,0.000000,3.134336,5.102993,0.900000,0.900000
88.886063,15.100000,16.870000,3.141593,0.000000,3.444599,5.062060,0.900000,0.900000
89.086063,14.900000,16.870000,3.141593,0.000000,3.726941,5.021455,0.900000,0.900000
89.286063,14.700000,16.870000,3.141593,0.000000,3.987313,-2.860248,0.900000,0.900000
89.486063,14.500000,16.870000,3.141593,0.000000,3.841168,-12.198035,0.900000,0.900000
89.686063,14.300000,16.870000,3.141593,0.000000,3.142508,-0.196459,0.884100,0.884100
89.886063,14.100000,16.870000,2.896614,-1.224893,3.129979,-0.196459,0.851400,0.851400
90.092219,13.900000,16.920000,3.141593,1.188321,3.117401,0.256789,0.900000,0.900000
90.292219,13.700000,16.920000,3.141593,0.000000,3.134336,5.102993,0.905200,0.905200
90.492219,13.500000,16.920000,3.141593,0.000000,3.444599,5.062060,0.900000,0.900000
90.692219,13.300000,16.920000,3.141593,0.000000,3.726941,5.021455,0.900000,0.900000
90.892219,13.100000,16.920000,3.141593,0.000000,3.987313,4.981176,0.900000,0.900000
91.092219,12.900000,16.920000,3.141593,0.000000,4.229792,4.941220,0.900000,0.900000
91.292219,12.700000,16.920000,3.141593,0.000000,4.457312,4.901585,0.900000,0.900000
91.492219,12.500000,16.920000,3.141593,0.000000,4.672072,-5.388349,0.900000,0.900000
91.692219,12.300000,16.920000,3.141593,0.000000,4.435417,-12.295880,0.900000,0.900000
91.892219,12.100000,16.920000,3.141593,0.000000,3.841168,-12.198035,0.900000,0.900000
92.092219,11.900000,16.920000,3.141593,0.000000,3.142508,-0.196459,0.900000,0.900000
92.292219,11.700000,16.920000,2.896614,-1.224893,3.129979,-0.196459,0.872000,0.872000
92.498374,11.500000,16.970000,3.141593,1.188321,3.117401,0.256789,0.900000,0.900000
92.698374,11.300000,16.970000,3.141593,0.000000,3.134336,5.102993,0.900000,0.900000
92.898374,11.100000,16.970000,3.141593,0.000000,3.444599,5.062060,0.900000,0.900000
93.098374,10.900000,16.970000,3.141593,0.000000,3.726941,5.021455,0.900000,0.900000
93.298374,10.700000,16.970000,3.141593,0.000000,3.987313,4.981176,0.900000,0.900000
93.498374,10.500000,16.970000,3.141593,0.000000,4.229792,4.454456,0.900000,0.900000
93.698374,10.300000,16.970000,3.141593,0.000000,4.435417,-12.295880,0.900000,0.900000
93.898374,10.100000,16.970000,3.141593,0.000000,3.841168,-12.198035,0.900000,0.900000
94.098374,9.900000,16.970000,3.141593,0.000000,3.142508,-0.196459,0.900000,0.900000
94.298374,9.700000,16.970000,2.896614,-1.224893,3.129979,-0.196459,0.862400,0.862400
94.504529,9.500000,17.020000,3.141593,1.188321,3.117401,0.256789,0.900000,0.900000
94.704529,9.300000,17.020000,3.141593,0.000000,3.134336,5.102993,0.900000,0.900000
94.904529,9.100000,17.020000,3.141593,0.000000,3.444599,5.062060,0.900000,0.900000
95.104529,8.900000,17.020000,3.141593,0.000000,3.726941,5.021455,0.900000,0.900000
95.304529,8.700000,17.020000,3.141593,0.000000,3.987313,4.981176,0.900000,0.900000
95.504529,8.500000,17.020000,3.141593,0.000000,4.229792,4.941220,0.900000,0.900000
95.704529,8.300000,17.020000,3.141593,0.000000,4.457312,-0.486764,0.900000,0.900000
95.904529,8.100000,17.020000,3.141593,0.000000,4.435417,-12.295880,0.900000,0.900000
96.104529,7.900000,17.020000,3.141593,0.000000,3.841168,-12.198035,0.901300,0.901300
96.304529,7.700000,17.020000,3.141593,0.000000,3.142508,-0.196459,0.932300,0.932300
96.504529,7.500000,17.020000,2.896614,-1.224893,3.129979,-0.196459,0.950000,0.950000
96.710684,7.300000,17.070000,3.141593,1.188321,3.117401,0.256789,0.900000,0.900000
96.910684,7.100000,17.070000,3.141593,0.000000,3.134336,5.102993,0.900000,0.900000
97.110684,6.900000,17.070000,3.141593,0.000000,3.444599,5.062060,0.900000,0.900000
97.310684,6.700000,17.070000,3.141593,0.000000,3.726941,5.021455,0.900000,0.900000
97.510684,6.500000,17.070000,3.141593,0.000000,3.987313,4.981176,0.900000,0.900000
97.710684,6.300000,17.070000,3.141593,0.000000,4.229792,-7.841424,0.900000,0.900000
97.910684,6.100000,17.070000,3.141593,0.000000,3.841168,-12.198035,0.900000,0.900000
98.110684,5.900000,17.070000,3.141593,0.000000,3.142508,-0.196459,0.872000,0.872000
98.310684,5.700000,17.070000,2.896614,-1.224893,3.129979,-0.196459,0.850000,0.850000
98.516840,5.500000,17.120000,3.141593,1.188321,3.117401,0.256789,0.900000,0.900000
98.716840,5.300000,17.120000,3.141593,0.000000,3.134336,5.102993,0.900000,0.900000
98.916840,5.100000,17.120000,3.141593,0.000000,3.444599,5.062060,0.900000,0.900000
99.116840,4.900000,17.120000,3.141593,0.000000,3.726941,2.161208,0.900000,0.900000
99.316840,4.700000,17.120000,3.141593,0.000000,3.841168,-12.198035,0.900000,0.900000
99.516840,4.500000,17.120000,3.141593,0.000000,3.142508,-0.196459,0.900000,0.900000
99.716840,4.300000,17.120000,2.896614,-1.224893,3.129979,-0.196459,0.862400,0.862400
99.922995,4.100000,17.170000,3.141593,1.188321,3.117401,0.256789,0.900000,0.900000
100.122995,3.900000,17.170000,3.141593,0.000000,3.134336,5.102993,0.900000,0.900000
100.322995,3.700000,17.170000,3.141593,0.000000,3.444599,5.062060,0.900000,0.900000
100.522995,3.500000,17.170000,3.141593,0.000000,3.726941,-10.036827,0.901300,0.901300
100.722995,3.300000,17.170000,3.141593,0.000000,3.142508,-0.196459,0.932300,0.932300
100.922995,3.100000,17.170000,2.896614,-1.224893,3.129979,-0.196459,0.950000,0.950000
101.129150,2.900000,17.220000,3.141593,1.188321,3.117401,0.256789,0.950000,0.950000
101.329150,2.700000,17.220000,3.141593,0.000000,3.134336,5.102993,0.950000,0.950000
101.529150,2.500000,17.220000,3.141593,0.000000,3.444599,5.062060,0.932300,0.932300
101.729150,2.300000,17.220000,3.141593,0.000000,3.726941,5.021455,0.901300,0.901300
101.929150,2.100000,17.220000,3.141593,0.000000,3.987313,4.981176,0.900000,0.900000
102.129150,1.900000,17.220000,3.141593,0.000000,4.229792,4.454456,0.900000,0.900000
102.329150,1.700000,17.220000,3.141593,0.000000,4.435417,-12.295880,0.898700,0.898700
102.529150,1.500000,17.220000,3.141593,0.000000,3.841168,-12.198035,0.855500,0.855500
102.729150,1.300000,17.220000,3.141593,0.000000,3.142508,-0.196459,0.850000,0.850000
102.929150,1.100000,17.220000,2.896614,-1.224893,3.129979,-0.196459,0.850000,0.850000
103.135306,0.900000,17.270000,3.141593,1.188321,3.117401,0.256789,0.900000,0.900000
103.335306,0.700000,17.270000,3.141593,0.000000,3.134336,5.102993,0.900000,0.900000
103.535306,0.500000,17.270000,3.141593,0.000000,3.444599,5.062060,0.900000,0.900000
103.735306,0.300000,17.270000,3.141593,0.000000,3.726941,-1.078787,0.900000,0.900000
103.935306,0.100000,17.270000,3.141593,0.000000,3.668593,-12.172253,0.900000,0.900000
104.135306,-0.100000,17.270000,3.141593,0.000000,2.930814,-12.075391,0.900000,0.900000
104.335306,-0.300000,17.270000,3.141593,0.000000,1.938947,-0.074791,0.900000,0.900000
104.535306,-0.500000,17.270000,3.785094,3.217506,1.931217,-0.074791,0.900000,0.900000
104.785306,-0.700000,17.120000,4.068888,1.135176,1.923455,5.225809,1.050000,1.050000
105.035306,-0.850000,16.920000,4.248741,0.719414,2.512486,5.173411,0.900000,0.900000
105.258912,-0.950000,16.720000,4.467410,0.977917,2.983168,3.118769,0.800000,0.800000
105.465068,-1.000000,16.520000,4.467410,0.000000,3.208434,-0.272295,0.774600,0.774600
105.671223,-1.050000,16.320000,4.467410,0.000000,3.190890,-0.202506,0.750000,0.750000
105.877378,-1.100000,16.120000,4.712389,1.188321,3.177779,-0.202506,0.700000,0.700000
106.077378,-1.100000,15.920000,4.712389,0.000000,3.164615,5.099169,0.700000,0.700000
106.277378,-1.100000,15.720000,4.712389,0.000000,3.471952,5.058266,0.700000,0.700000
106.477378,-1.100000,15.520000,4.712389,0.000000,3.752034,-10.506011,0.701700,0.701700
106.677378,-1.100000,15.320000,4.712389,0.000000,3.142508,-0.196459,0.740600,0.740600
106.877378,-1.100000,15.120000,4.467410,-1.224893,3.129979,-0.196459,0.740600,0.740600
107.083533,-1.150000,14.920000,4.712389,1.188321,3.117401,0.256789,0.700000,0.700000
107.283533,-1.150000,14.720000,4.712389,0.000000,3.134336,5.102993,0.700000,0.700000
107.483533,-1.150000,14.520000,4.712389,0.000000,3.444599,5.062060,0.700000,0.700000
107.683533,-1.150000,14.320000,4.712389,0.000000,3.726941,5.021455,0.700000,0.700000
107.883533,-1.150000,14.120000,4.712389,0.000000,3.987313,4.981176,0.706600,0.706600
108.083533,-1.150000,13.920000,4.712389,0.000000,4.229792,4.454456,0.750000,0.750000
108.283533,-1.150000,13.720000,4.712389,0.000000,4.435417,-12.295880,0.750000,0.750000
108.483533,-1.150000,13.520000,4.712389,0.000000,3.841168,-12.198035,0.750000,0.750000
108.683533,-1.150000,13.320000,4.712389,0.000000,3.142508,-0.196459,0.750000,0.750000
108.883533,-1.150000,13.120000,4.467410,-1.224893,3.129979,-0.196459,0.750000,0.750000
109.089689,-1.200000,12.920000,4.712389,1.188321,3.117401,0.256789,0.714900,0.714900
109.289689,-1.200000,12.720000,4.712389,0.000000,3.134336,-0.068233,0.750000,0.750000
109.489689,-1.200000,12.520000,4.467410,-1.224893,3.129979,-0.196459,0.750000,0.750000
109.695844,-1.250000,12.320000,4.712389,1.188321,3.117401,0.256789,0.700000,0.700000
109.895844,-1.250000,12.120000,4.712389,0.000000,3.134336,5.102993,0.726200,0.726200
110.095844,-1.250000,11.920000,4.712389,0.000000,3.444599,-4.974767,0.750000,0.750000
110.295844,-1.250000,11.720000,4.712389,0.000000,3.142508,-0.196459,0.750000,0.750000
110.495844,-1.250000,11.520000,4.467410,-1.224893,3.129979,-0.196459,0.750000,0.750000
110.701999,-1.300000,11.320000,4.712389,1.188321,3.117401,0.256789,0.700000,0.700000
110.901999,-1.300000,11.120000,4.712389,0.000000,3.134336,0.128226,0.706600,0.706600
111.101999,-1.300000,10.920000,4.712389,0.000000,3.142508,-0.196459,0.750000,0.750000
111.301999,-1.300000,10.720000,4.467410,-1.224893,3.129979,-0.196459,0.750000,0.750000
111.508155,-1.350000,10.520000,4.712389,1.188321,3.117401,0.256789,0.700000,0.700000
111.708155,-1.350000,10.320000,4.712389,0.000000,3.134336,5.102993,0.700000,0.700000
111.908155,-1.350000,10.120000,4.712389,0.000000,3.444599,-4.974767,0.706600,0.706600
112.108155,-1.350000,9.920000,4.712389,0.000000,3.142508,-0.196459,0.740600,0.740600
112.308155,-1.350000,9.720000,4.467410,-1.224893,3.129979,-0.196459,0.701700,0.701700
112.514310,-1.400000,9.520000,4.467410,-0.000000,3.117401,0.921861,0.700000,0.700000
112.720465,-1.450000,9.320000,4.712389,1.188321,3.177779,-0.202506,0.650000,0.650000
112.920465,-1.450000,9.120000,4.712389,0.000000,3.164615,5.099169,0.651800,0.651800
