-1.6582969,9.0173841,3.8886737
-1.6797909,8.6691809,3.9615081
-1.7046725,8.3207631,3.9689754
-1.7323362,7.9721814,3.9116469
-1.7622926,7.6242118,3.8061655
-1.7941713,7.2760986,3.6985179
-1.8273998,6.9286125,3.5888851
-1.8615169,6.5803334,3.4743775
-1.8956840,6.2324293,3.3572077
-1.9289006,5.8856756,3.2371857
-1.9602761,5.5364360,3.1120784
-1.9878264,5.1877580,2.9848805
-2.0094327,4.8401822,2.8556848
-2.0227364,4.4906853,2.7247141
-2.0246945,4.1400650,2.5929796
-2.0120912,3.7907059,2.4606975
-1.9817074,3.4433931,2.3278033
-1.9305044,3.0990563,2.1944314
-1.8561980,2.7586588,2.0636770
-1.7584723,2.4234292,1.9432778
-1.6396936,2.0955708,1.8395866
-1.4998734,1.7772093,1.7707556
-1.3334297,1.4711743,1.7784879
-1.1350432,1.1838057,1.8033250
-0.9043440,0.9209107,1.8770425
-0.6449084,0.6858324,1.9509152
-0.3623126,0.4809689,2.0298353
-0.0613973,0.3054357,2.1153813
0.2543243,0.1567087,2.2062155
0.5810617,0.0323367,2.3008733
0.9157678,-0.0704290,2.3981528
1.2544972,-0.1540557,2.4977714
1.5968728,-0.2217279,2.5989707
1.9422624,-0.2759954,2.7010573
2.2894495,-0.3189357,2.8037301
2.6368759,-0.3523405,2.9063461
2.9854383,-0.3779590,3.0084074
3.3344010,-0.3971094,3.1098294
3.6833905,-0.4110034,3.2102360
4.0327942,-0.4207918,3.3092240
4.3819494,-0.4272817,3.4069134
4.7309813,-0.4311012,3.5031467
5.0803969,-0.4327549,3.5968098
5.4297852,-0.4326886,3.6882199
5.7789848,-0.4312550,3.7775979
6.1280351,-0.4287142,3.8648956
6.4775073,-0.4252473,3.9490547
6.8268163,-0.4209926,4.0312386
7.1759844,-0.4160525,4.1115054
7.5250652,-0.4105072,4.1898526
7.8744541,-0.4044161,4.2656114
8.2237114,-0.3978424,4.3397135
8.5728643,-0.3908351,4.4121990
8.9219375,-0.3834377,4.4831105
9.2712543,-0.3756822,4.5518500
9.6204786,-0.3676113,4.6191678
9.9696265,-0.3592571,4.6851093
10.3187180,-0.3506489,4.7497081
10.6679414,-0.3418092,4.8125712
11.0171430,-0.3327667,4.8740933
11.3662894,-0.3235453,4.9344224
11.7153975,-0.3141661,4.9935851
12.0645521,-0.3046467,5.0513795
12.4137350,-0.2950061,5.1078578
12.7628796,-0.2852637,5.1632863
13.1120007,-0.2754358,5.2176870
13.4611223,-0.2655374,5.2710276
13.8102863,-0.2555824,5.3230494
14.1594258,-0.2455868,5.3741350
14.5085551,-0.2355633,5.4243016
14.8576889,-0.2255229,5.4735661
15.2068280,-0.2154752,5.5216838
15.5559560,-0.2054275,5.5688542
15.9050863,-0.1953841,5.6151885
16.2542346,-0.1853479,5.6607019
16.6033857,-0.1753229,5.7052993
16.9524903,-0.1653143,5.7489030
17.3016110,-0.1553246,5.7917496
17.6507595,-0.1453692,5.8338538
17.9999746,-0.1354764,5.8752304
18.3490374,-0.1256749,5.9155990
18.6981564,-0.1159363,5.9552503
19.0473349,-0.1062728,5.9941737
19.3965586,-0.0967388,6.0323511
19.7456894,-0.0874162,6.0694758
20.0948283,-0.0783996,6.1056224
