x_m,y_m,v_mps,dr_m,dl_m
7.9580964,-0.3852455,6.7972592,0.49475449999999993,1.4052455
8.4568061,-0.3843453,6.9641939,0.4508547,1.3595453
8.956383,-0.3815197,7.1252537,0.4484803,1.3515197
9.455638,-0.3769959,7.282638,0.4530041,1.3469959
9.9545249,-0.3709707,7.4367982,0.45902930000000003,1.3409707
10.4538104,-0.3636017,7.586157,0.4663983,1.3336017
10.9530416,-0.3550382,7.7316919,0.5249617999999999,1.3750382
11.4520272,-0.3454113,7.8742888,0.48458870000000004,1.3154113
11.9511137,-0.3348281,8.0131214,0.4951719,1.3048281
12.4502677,-0.3233908,8.1479053,0.5066092,1.2933908
12.9492811,-0.3111979,8.2800122,0.5188021,1.2811979
13.4483296,-0.2983331,8.4092774,0.5360184012292948,1.2665815987707052
13.9473448,-0.2848821,8.5342437,0.4951179,1.3048821
14.4463175,-0.2709271,8.6567627,0.5090729,1.2909271
14.9454361,-0.2565455,8.7768621,0.5352545000000001,1.2883455000000001
15.4443362,-0.2418325,8.8931723,0.5881675,1.2118325
15.9432007,-0.2268699,9.0068738,0.6031301,1.1968699
16.4423484,-0.211744,9.1183639,0.5717668322426838,1.2282331677573164
16.941323,-0.1965656,9.2267562,0.5834344,1.2165656
17.4400132,-0.1814389,9.3322808,0.5985611000000001,1.2014388999999999
17.9391638,-0.1665574,9.4357677,0.6134426000000001,1.1865573999999999
18.4383631,-0.1521169,9.5366322,0.6278831,1.1721169
18.9370282,-0.1381491,9.6345291,0.6418509,1.1581491000000002
19.436369,-0.1245225,9.730705,0.7054775,1.1945225
19.9356645,-0.1111879,9.8248078,0.6896121,1.1519879
20.4345248,-0.0981963,9.9155291,0.6818037,1.1181963000000001
20.9338156,-0.0856377,9.946042,0.6943623000000001,1.1056377
21.4330401,-0.0736779,9.870117,0.7063221,1.0936779
21.9321391,-0.0624979,9.6472479,0.7293021000000001,1.0942979
22.4314098,-0.0522922,9.3998245,0.7777078,1.1222922
22.9305818,-0.0432565,9.1530823,0.7419435,1.0684565
23.4299323,-0.0355411,8.9059627,0.7444589,1.0555411000000001
23.9291723,-0.0292482,8.6581799,0.8007518,1.0992482
24.4283185,-0.0244369,8.4092173,0.7555631,1.0444369
24.9278709,-0.0211395,8.1578805,0.7588605,1.0411395
25.4270602,-0.0193945,7.9047756,0.7606055,1.0393945
