0.6680478,3.2355252,2.5632213
0.6415656,3.0926973,2.5692753
0.6221135,2.9468952,2.5753294
0.6096849,2.7987326,2.5813835
0.6042733,2.6488230,2.5874376
0.6058722,2.4977799,2.5934917
0.6144749,2.3462168,2.5995458
0.6300751,2.1947473,2.6055998
0.6526660,2.0439850,2.6116539
0.6826782,1.8924788,2.6233761
0.7198269,1.7419553,2.6379066
0.7634643,1.5940893,2.6524372
0.8131191,1.4495219,2.6669677
0.8683198,1.3088941,2.6814982
0.9285952,1.1728468,2.6960287
0.9934740,1.0420211,2.7105592
1.0624846,0.9170579,2.7250897
1.1415132,0.7887942,2.7663265
1.2310134,0.6593955,2.8335379
1.3249526,0.5384315,2.9007492
1.4231725,0.4253255,2.9679605
1.5255151,0.3195007,3.0351719
1.6318224,0.2203802,3.1023832
1.7419361,0.1273874,3.1695946
1.8560739,0.0396890,3.2013673
1.9744328,-0.0430575,3.2003398
2.0971990,-0.1208516,3.1993124
2.2248935,-0.1939466,3.1982849
2.3580375,-0.2625956,3.1972574
2.4971521,-0.3270516,3.1962299
2.6427586,-0.3875680,3.1952024
2.7837131,-0.4402705,3.1986555
2.9213705,-0.4868631,3.2054427
3.0631802,-0.5303360,3.2122300
3.2083003,-0.5704282,3.2190172
3.3558891,-0.6068783,3.2258044
3.5051047,-0.6394254,3.2325917
3.6551056,-0.6678081,3.2393789
3.8050499,-0.6917654,3.2461661
3.9587174,-0.7115718,3.2568477
4.1141068,-0.7266409,3.2702401
4.2677480,-0.7366686,3.2836325
4.4194084,-0.7418245,3.2970249
4.5688550,-0.7422784,3.3104173
4.7158550,-0.7381997,3.3238098
4.8601756,-0.7297583,3.3372022
5.0016460,-0.7171173,3.3506421
5.1533423,-0.6985298,3.3744696
5.3018437,-0.6747435,3.3982972
5.4477387,-0.6454070,3.4221247
5.5916154,-0.6101690,3.4459523
5.7340623,-0.5686780,3.4697798
5.8756678,-0.5205828,3.4936074
6.0160497,-0.4659344,3.5251751
6.1470825,-0.4087002,3.6327567
6.2783291,-0.3458695,3.7403383
6.4097647,-0.2780264,3.8479200
6.5413646,-0.2057549,3.9555016
6.6731042,-0.1296388,4.0630832
6.8049589,-0.0502622,4.1706648
6.9369038,0.0317909,4.2782464
7.0636999,0.1125643,4.2707156
7.1876548,0.1926096,4.1943891
7.3122582,0.2732582,4.1180626
7.4378784,0.3538697,4.0417362
7.5648839,0.4338037,3.9654097
7.6936430,0.5124198,3.8890832
7.8245241,0.5890777,3.8127567
7.9578956,0.6631370,3.7364303
8.0951590,0.7345258,3.6594538
8.2353747,0.8025026,3.5821349
8.3769743,0.8664934,3.5048161
8.5189456,0.9262315,3.4274972
8.6602765,0.9814502,3.3501783
8.7999549,1.0318828,3.2728594
8.9369684,1.0772626,3.1955406
9.0703050,1.1173228,3.1182217
9.2320648,1.1600828,3.1091480
9.3946700,1.1968100,3.1193395
9.5482022,1.2263457,3.1295310
9.6924993,1.2503216,3.1397225
9.8273990,1.2703691,3.1499140
9.9527393,1.2881197,3.1601055
10.0964725,1.3084936,3.1867780
10.2362899,1.3240085,3.2154663
10.3778872,1.3290091,3.2441547
10.5305978,1.3183555,3.2728430
10.6834239,1.2915451,3.3235227
10.7988373,1.2625782,3.4313763
10.9233466,1.2249667,3.5392299
11.0563006,1.1789493,3.6470834
11.1970477,1.1247642,3.7549370
11.3449367,1.0626499,3.8627905
11.4993160,0.9928449,3.9706441
11.6595343,0.9155875,4.0784976
11.8022720,0.8429899,4.1699947
11.9353366,0.7726668,4.2524412
12.0700693,0.6995382,4.3348877
12.2056034,0.6246040,4.4173342
12.3410723,0.5488640,4.4997807
12.4756092,0.4733181,4.5822273
12.6083476,0.3989660,4.6646738
12.7384208,0.3268075,4.7471203
12.8649621,0.2578425,4.8295668
12.9871051,0.1930708,4.9120133
13.1475187,0.1118130,4.9752139
13.2996070,0.0394662,5.0380251
13.4434100,-0.0241699,5.1008362
13.5798918,-0.0797770,5.1636474
13.7100166,-0.1280367,5.2264585
13.8347485,-0.1696308,5.2892696
13.9555909,-0.2053904,5.3484726
14.0946395,-0.2408616,5.2610132
14.2325842,-0.2698899,5.1735537
14.3731670,-0.2935342,5.0860943
14.5201303,-0.3128532,4.9986349
14.6772162,-0.3289060,4.9111754
14.8384104,-0.3420342,4.8261733
14.9654344,-0.3508090,4.7526159
15.0999454,-0.3589685,4.6790584
15.2414277,-0.3665321,4.6055009
15.3893659,-0.3735190,4.5319434
15.5432444,-0.3799485,4.4583859
15.7025479,-0.3858400,4.3848284
15.8667607,-0.3912126,4.3112709
16.0353675,-0.3960859,4.2377134
16.1906804,-0.4000726,4.1469814
16.3415691,-0.4036001,4.0494357
16.4939697,-0.4069522,3.9518899
16.6471458,-0.4102325,3.8543441
16.8003607,-0.4135444,3.7567983
16.9528780,-0.4169915,3.6592526
17.1039612,-0.4206773,3.5617068
17.2528736,-0.4247053,3.4641610
