# x_m,y_m,width_inner,width_outer
-70.1091,-62.1498,1.0472,1.0472
-70.2226,-62.1583,1.0472,1.0472
-70.3361,-62.1671,1.0471,1.0471
-70.4496,-62.1762,1.0469,1.0469
-70.5630,-62.1857,1.0468,1.0468
-70.6764,-62.1955,1.0467,1.0467
-70.7898,-62.2056,1.0465,1.0466
-70.9031,-62.2161,1.0464,1.0464
-71.0164,-62.2268,1.0463,1.0463
-71.1297,-62.2379,1.0462,1.0462
-71.2429,-62.2493,1.0460,1.0461
-71.3561,-62.2611,1.0459,1.0460
-71.4693,-62.2731,1.0458,1.0459
-71.5825,-62.2854,1.0458,1.0458
-71.6956,-62.2981,1.0457,1.0457
-71.8087,-62.3109,1.0456,1.0457
-71.9217,-62.3240,1.0456,1.0456
-72.0348,-62.3374,1.0455,1.0456
-72.1478,-62.3509,1.0455,1.0455
-72.2608,-62.3647,1.0455,1.0455
-72.3737,-62.3785,1.0454,1.0454
-72.4867,-62.3926,1.0454,1.0454
-72.5996,-62.4067,1.0454,1.0454
-72.7125,-62.4209,1.0453,1.0453
-72.8254,-62.4353,1.0452,1.0452
-72.9383,-62.4497,1.0451,1.0451
-73.0512,-62.4642,1.0450,1.0450
-73.1641,-62.4787,1.0448,1.0449
-73.2770,-62.4933,1.0446,1.0447
-73.3899,-62.5080,1.0442,1.0444
-73.5027,-62.5228,1.0438,1.0440
-73.6156,-62.5377,1.0432,1.0435
-73.7284,-62.5528,1.0424,1.0429
-73.8412,-62.5681,1.0413,1.0422
-73.9539,-62.5837,1.0400,1.0413
-74.0666,-62.5998,1.0382,1.0402
-74.1792,-62.6164,1.0360,1.0390
-74.2916,-62.6339,1.0331,1.0377
-74.4040,-62.6523,1.0297,1.0363
-74.5161,-62.6720,1.0256,1.0349
-74.6279,-62.6932,1.0212,1.0326
-74.7392,-62.7169,1.0169,1.0302
-74.8500,-62.7431,1.0137,1.0282
-74.9598,-62.7729,1.0097,1.0273
-75.0683,-62.8071,1.0113,1.0276
-75.1750,-62.8468,1.0171,1.0273
-75.2790,-62.8929,1.0191,1.0297
-75.3790,-62.9471,1.0247,1.0329
-75.4738,-63.0102,1.0326,1.0375
-75.5615,-63.0826,1.0413,1.0425
-75.6404,-63.1644,1.0495,1.0466
-75.7089,-63.2552,1.0563,1.0480
-75.7657,-63.3538,1.0611,1.0441
-75.8096,-63.4587,1.0527,1.0377
-75.8402,-63.5682,1.0423,1.0287
-75.8572,-63.6807,1.0303,1.0196
-75.8611,-63.7944,1.0177,1.0115
-75.8527,-63.9079,1.0054,1.0056
-75.8330,-64.0199,0.9945,1.0024
-75.8031,-64.1297,0.9861,0.9999
-75.7647,-64.2368,0.9819,1.0011
-75.7193,-64.3412,0.9834,1.0019
-75.6679,-64.4427,0.9798,1.0055
-75.6115,-64.5415,0.9825,1.0095
-75.5513,-64.6381,0.9914,1.0132
-75.4877,-64.7325,0.9990,1.0178
-75.4214,-64.8250,1.0066,1.0231
-75.3530,-64.9160,1.0145,1.0276
-75.2828,-65.0056,1.0217,1.0312
-75.2109,-65.0938,1.0279,1.0349
-75.1378,-65.1810,1.0335,1.0386
-75.0636,-65.2673,1.0383,1.0420
-74.9885,-65.3528,1.0424,1.0452
-74.9126,-65.4377,1.0460,1.0482
-74.8360,-65.5219,1.0491,1.0509
-74.7589,-65.6056,1.0517,1.0533
-74.6812,-65.6888,1.0539,1.0555
-74.6031,-65.7716,1.0558,1.0570
-74.5247,-65.8540,1.0574,1.0583
-74.4459,-65.9362,1.0587,1.0594
-74.3668,-66.0181,1.0598,1.0603
-74.2875,-66.0997,1.0607,1.0611
-74.2080,-66.1812,1.0615,1.0618
-74.1283,-66.2624,1.0620,1.0623
-74.0485,-66.3435,1.0625,1.0627
-73.9685,-66.4245,1.0628,1.0631
-73.8884,-66.5053,1.0630,1.0633
-73.8081,-66.5861,1.0631,1.0634
-73.7278,-66.6667,1.0631,1.0634
-73.6474,-66.7473,1.0630,1.0634
-73.5669,-66.8277,1.0628,1.0633
-73.4864,-66.9081,1.0626,1.0631
-73.4058,-66.9885,1.0623,1.0629
-73.3251,-67.0688,1.0620,1.0626
-73.2444,-67.1491,1.0616,1.0623
-73.1637,-67.2293,1.0612,1.0620
-73.0829,-67.3095,1.0608,1.0616
-73.0021,-67.3897,1.0603,1.0612
-72.9213,-67.4699,1.0599,1.0609
-72.8405,-67.5500,1.0594,1.0605
-72.7597,-67.6302,1.0589,1.0601
-72.6789,-67.7103,1.0585,1.0598
-72.5981,-67.7905,1.0581,1.0595
-72.5174,-67.8707,1.0577,1.0591
-72.4366,-67.9509,1.0573,1.0586
-72.3560,-68.0312,1.0570,1.0581
-72.2753,-68.1115,1.0568,1.0577
-72.1947,-68.1919,1.0566,1.0574
-72.1141,-68.2723,1.0565,1.0571
-72.0336,-68.3527,1.0565,1.0569
-71.9532,-68.4332,1.0565,1.0568
-71.8727,-68.5138,1.0566,1.0568
-71.7924,-68.5944,1.0568,1.0568
-71.7121,-68.6751,1.0570,1.0569
-71.6319,-68.7558,1.0573,1.0570
-71.5517,-68.8366,1.0577,1.0572
-71.4715,-68.9174,1.0581,1.0575
-71.3914,-68.9982,1.0585,1.0578
-71.3113,-69.0791,1.0589,1.0581
-71.2313,-69.1600,1.0594,1.0584
-71.1513,-69.2410,1.0598,1.0587
-71.0713,-69.3220,1.0602,1.0590
-70.9913,-69.4030,1.0606,1.0593
-70.9114,-69.4840,1.0610,1.0596
-70.8315,-69.5650,1.0611,1.0598
-70.7516,-69.6461,1.0611,1.0599
-70.6717,-69.7271,1.0611,1.0600
-70.5918,-69.8082,1.0610,1.0601
-70.5119,-69.8893,1.0608,1.0601
-70.4321,-69.9704,1.0606,1.0600
-70.3523,-70.0516,1.0604,1.0599
-70.2725,-70.1327,1.0601,1.0597
-70.1927,-70.2139,1.0598,1.0595
-70.1129,-70.2951,1.0594,1.0592
-70.0332,-70.3763,1.0590,1.0589
-69.9535,-70.4576,1.0586,1.0586
-69.8738,-70.5388,1.0582,1.0583
-69.7942,-70.6201,1.0577,1.0580
-69.7145,-70.7015,1.0573,1.0577
-69.6349,-70.7828,1.0569,1.0574
-69.5554,-70.8642,1.0566,1.0572
-69.4758,-70.9456,1.0562,1.0570
-69.3963,-71.0270,1.0559,1.0568
-69.3168,-71.1085,1.0557,1.0567
-69.2373,-71.1899,1.0555,1.0566
-69.1578,-71.2714,1.0553,1.0566
-69.0784,-71.3529,1.0552,1.0566
-68.9989,-71.4344,1.0551,1.0567
-68.9195,-71.5160,1.0551,1.0565
-68.8401,-71.5975,1.0551,1.0564
-68.7607,-71.6791,1.0552,1.0563
-68.6813,-71.7606,1.0552,1.0562
-68.6019,-71.8422,1.0553,1.0562
-68.5226,-71.9238,1.0554,1.0562
-68.4432,-72.0053,1.0555,1.0562
-68.3639,-72.0869,1.0556,1.0562
-68.2845,-72.1685,1.0557,1.0561
-68.2051,-72.2501,1.0558,1.0561
-68.1258,-72.3317,1.0559,1.0560
-68.0465,-72.4133,1.0559,1.0560
-67.9671,-72.4949,1.0560,1.0559
-67.8878,-72.5765,1.0560,1.0558
-67.8084,-72.6582,1.0560,1.0556
-67.7291,-72.7398,1.0560,1.0555
-67.6498,-72.8214,1.0560,1.0554
-67.5704,-72.9030,1.0560,1.0553
-67.4911,-72.9846,1.0560,1.0552
-67.4117,-73.0662,1.0560,1.0550
-67.3324,-73.1478,1.0560,1.0550
-67.2530,-73.2294,1.0561,1.0549
-67.1737,-73.3110,1.0562,1.0549
-67.0943,-73.3926,1.0563,1.0549
-67.0150,-73.4742,1.0564,1.0550
-66.9356,-73.5557,1.0564,1.0550
-66.8562,-73.6373,1.0564,1.0551
-66.7769,-73.7189,1.0564,1.0553
-66.6975,-73.8005,1.0565,1.0554
-66.6182,-73.8821,1.0566,1.0556
-66.5388,-73.9637,1.0566,1.0558
-66.4595,-74.0453,1.0567,1.0560
-66.3801,-74.1269,1.0567,1.0561
-66.3008,-74.2085,1.0568,1.0563
-66.2215,-74.2901,1.0568,1.0564
-66.1421,-74.3718,1.0568,1.0565
-66.0628,-74.4534,1.0567,1.0566
-65.9836,-74.5351,1.0567,1.0567
-65.9043,-74.6168,1.0566,1.0567
-65.8251,-74.6985,1.0565,1.0567
-65.7459,-74.7802,1.0563,1.0567
-65.6667,-74.8620,1.0562,1.0566
-65.5876,-74.9438,1.0560,1.0565
-65.5085,-75.0256,1.0558,1.0565
-65.4294,-75.1075,1.0556,1.0564
-65.3504,-75.1894,1.0554,1.0563
-65.2714,-75.2714,1.0552,1.0562
-65.1925,-75.3535,1.0550,1.0562
-65.1137,-75.4355,1.0548,1.0561
-65.0350,-75.5177,1.0546,1.0561
-64.9563,-75.6000,1.0544,1.0559
-64.8777,-75.6823,1.0543,1.0556
-64.7991,-75.7647,1.0542,1.0552
-64.7207,-75.8472,1.0541,1.0549
-64.6424,-75.9297,1.0540,1.0546
-64.5642,-76.0124,1.0539,1.0543
-64.4861,-76.0953,1.0539,1.0541
-64.4082,-76.1782,1.0539,1.0538
-64.3303,-76.2612,1.0539,1.0535
-64.2527,-76.3444,1.0539,1.0533
-64.1751,-76.4278,1.0540,1.0531
-64.0978,-76.5112,1.0540,1.0528
-64.0206,-76.5949,1.0540,1.0526
-63.9436,-76.6787,1.0536,1.0524
-63.8668,-76.7627,1.0532,1.0522
-63.7901,-76.8469,1.0528,1.0520
-63.7138,-76.9312,1.0524,1.0519
-63.6376,-77.0158,1.0520,1.0517
-63.5617,-77.1007,1.0517,1.0515
-63.4861,-77.1857,1.0514,1.0514
-63.4107,-77.2710,1.0510,1.0513
-63.3355,-77.3565,1.0507,1.0512
-63.2607,-77.4422,1.0504,1.0511
-63.1862,-77.5282,1.0501,1.0511
-63.1119,-77.6145,1.0499,1.0512
-63.0380,-77.7010,1.0497,1.0513
-62.9644,-77.7879,1.0496,1.0507
-62.8911,-77.8750,1.0495,1.0502
-62.8182,-77.9623,1.0494,1.0497
-62.7456,-78.0500,1.0493,1.0493
-62.6734,-78.1380,1.0494,1.0489
-62.6016,-78.2263,1.0495,1.0485
-62.5302,-78.3149,1.0495,1.0482
-62.4591,-78.4038,1.0491,1.0480
-62.3884,-78.4930,1.0487,1.0479
-62.3181,-78.5826,1.0483,1.0478
-62.2482,-78.6724,1.0481,1.0478
-62.1787,-78.7625,1.0479,1.0479
-62.1096,-78.8529,1.0477,1.0481
-62.0409,-78.9436,1.0477,1.0483
-61.9725,-79.0347,1.0477,1.0486
-61.9045,-79.1260,1.0478,1.0490
-61.8370,-79.2175,1.0479,1.0495
-61.7697,-79.3094,1.0481,1.0495
-61.7029,-79.4015,1.0483,1.0493
-61.6363,-79.4938,1.0486,1.0491
-61.5702,-79.5864,1.0489,1.0491
-61.5043,-79.6792,1.0493,1.0491
-61.4387,-79.7722,1.0497,1.0491
-61.3733,-79.8654,1.0501,1.0492
-61.3083,-79.9588,1.0505,1.0493
-61.2434,-80.0524,1.0507,1.0494
-61.1788,-80.1460,1.0507,1.0496
-61.1143,-80.2398,1.0507,1.0497
-61.0500,-80.3338,1.0507,1.0499
-60.9859,-80.4278,1.0507,1.0500
-60.9218,-80.5219,1.0507,1.0502
-60.8579,-80.6161,1.0506,1.0503
-60.7941,-80.7103,1.0506,1.0504
-60.7304,-80.8047,1.0505,1.0504
-60.6668,-80.8990,1.0505,1.0505
-60.6033,-80.9935,1.0504,1.0505
-60.5398,-81.0880,1.0503,1.0505
-60.4765,-81.1825,1.0501,1.0505
-60.4132,-81.2771,1.0500,1.0505
-60.3501,-81.3718,1.0499,1.0505
-60.2871,-81.4666,1.0497,1.0505
-60.2242,-81.5615,1.0496,1.0505
-60.1615,-81.6565,1.0495,1.0506
-60.0990,-81.7516,1.0494,1.0506
-60.0367,-81.8469,1.0493,1.0507
-59.9746,-81.9423,1.0493,1.0505
-59.9128,-82.0379,1.0493,1.0501
-59.8513,-82.1336,1.0493,1.0498
-59.7902,-82.2296,1.0494,1.0495
-59.7294,-82.3258,1.0496,1.0492
-59.6689,-82.4223,1.0498,1.0490
-59.6089,-82.5190,1.0500,1.0488
-59.5493,-82.6159,1.0497,1.0487
-59.4901,-82.7131,1.0495,1.0487
-59.4314,-82.8106,1.0493,1.0488
-59.3731,-82.9084,1.0492,1.0489
-59.3153,-83.0065,1.0492,1.0491
-59.2581,-83.1048,1.0492,1.0495
-59.2013,-83.2035,1.0493,1.0498
-59.1450,-83.3024,1.0494,1.0503
-59.0892,-83.4016,1.0497,1.0508
-59.0340,-83.5011,1.0499,1.0514
-58.9792,-83.6009,1.0503,1.0513
-58.9250,-83.7010,1.0506,1.0511
-58.8712,-83.8013,1.0509,1.0510
-58.8179,-83.9019,1.0513,1.0509
-58.7651,-84.0027,1.0517,1.0508
-58.7127,-84.1037,1.0517,1.0507
-58.6607,-84.2050,1.0514,1.0507
-58.6092,-84.3065,1.0512,1.0506
-58.5581,-84.4082,1.0510,1.0506
-58.5073,-84.5100,1.0508,1.0505
-58.4569,-84.6121,1.0506,1.0504
-58.4068,-84.7143,1.0504,1.0504
-58.3570,-84.8166,1.0502,1.0503
-58.3075,-84.9191,1.0500,1.0503
-58.2582,-85.0217,1.0498,1.0502
-58.2092,-85.1244,1.0496,1.0501
-58.1604,-85.2272,1.0494,1.0501
-58.1117,-85.3302,1.0492,1.0500
-58.0633,-85.4331,1.0491,1.0500
-58.0150,-85.5362,1.0489,1.0500
-57.9668,-85.6393,1.0488,1.0499
-57.9187,-85.7425,1.0487,1.0500
-57.8708,-85.8457,1.0487,1.0497
-57.8229,-85.9490,1.0486,1.0494
-57.7751,-86.0523,1.0486,1.0491
-57.7274,-86.1556,1.0486,1.0489
-57.6798,-86.2590,1.0486,1.0487
-57.6322,-86.3624,1.0487,1.0486
-57.5846,-86.4658,1.0487,1.0484
-57.5371,-86.5692,1.0489,1.0483
-57.4896,-86.6727,1.0490,1.0483
-57.4422,-86.7761,1.0491,1.0482
-57.3948,-86.8796,1.0493,1.0482
-57.3474,-86.9831,1.0494,1.0482
-57.3000,-87.0865,1.0493,1.0482
-57.2526,-87.1900,1.0493,1.0483
-57.2052,-87.2935,1.0493,1.0483
-57.1578,-87.3970,1.0493,1.0484
-57.1105,-87.5005,1.0493,1.0484
-57.0631,-87.6040,1.0492,1.0485
-57.0157,-87.7075,1.0492,1.0485
-56.9683,-87.8109,1.0492,1.0486
-56.9209,-87.9144,1.0492,1.0486
-56.8735,-88.0179,1.0492,1.0486
-56.8261,-88.1214,1.0491,1.0487
-56.7786,-88.2248,1.0491,1.0487
-56.7312,-88.3283,1.0490,1.0487
-56.6838,-88.4317,1.0490,1.0487
-56.6363,-88.5352,1.0489,1.0487
-56.5889,-88.6387,1.0489,1.0487
-56.5414,-88.7421,1.0489,1.0487
-56.4940,-88.8456,1.0488,1.0488
-56.4465,-88.9490,1.0488,1.0488
-56.3991,-89.0525,1.0487,1.0488
-56.3516,-89.1560,1.0487,1.0489
-56.3042,-89.2594,1.0487,1.0489
-56.2568,-89.3629,1.0487,1.0490
-56.2094,-89.4664,1.0487,1.0490
-56.1620,-89.5698,1.0487,1.0491
-56.1146,-89.6733,1.0488,1.0492
-56.0672,-89.7768,1.0488,1.0493
-56.0198,-89.8803,1.0489,1.0494
-55.9724,-89.9838,1.0489,1.0495
-55.9250,-90.0872,1.0490,1.0496
-55.8776,-90.1907,1.0490,1.0497
-55.8302,-90.2942,1.0491,1.0498
-55.7828,-90.3977,1.0491,1.0500
-55.7353,-90.5011,1.0492,1.0501
-55.6879,-90.6046,1.0492,1.0502
-55.6405,-90.7081,1.0493,1.0503
-55.5930,-90.8115,1.0493,1.0504
-55.5456,-90.9150,1.0493,1.0505
-55.4981,-91.0184,1.0494,1.0505
-55.4506,-91.1219,1.0494,1.0505
-55.4031,-91.2253,1.0495,1.0504
-55.3556,-91.3287,1.0495,1.0503
-55.3081,-91.4322,1.0495,1.0502
-55.2606,-91.5356,1.0496,1.0500
-55.2131,-91.6390,1.0496,1.0499
-55.1656,-91.7424,1.0497,1.0498
-55.1180,-91.8458,1.0498,1.0497
-55.0705,-91.9493,1.0499,1.0496
-55.0229,-92.0527,1.0499,1.0495
-54.9753,-92.1561,1.0500,1.0495
-54.9278,-92.2594,1.0502,1.0494
-54.8802,-92.3628,1.0503,1.0494
-54.8325,-92.4662,1.0504,1.0494
-54.7849,-92.5696,1.0504,1.0493
-54.7372,-92.6729,1.0503,1.0493
-54.6895,-92.7763,1.0503,1.0493
-54.6418,-92.8796,1.0502,1.0493
-54.5940,-92.9829,1.0502,1.0494
-54.5462,-93.0862,1.0502,1.0494
-54.4984,-93.1895,1.0502,1.0494
-54.4505,-93.2927,1.0502,1.0494
-54.4026,-93.3960,1.0501,1.0495
-54.3546,-93.4992,1.0501,1.0495
-54.3066,-93.6024,1.0501,1.0495
-54.2585,-93.7056,1.0501,1.0496
-54.2104,-93.8087,1.0501,1.0496
-54.1623,-93.9118,1.0501,1.0496
-54.1141,-94.0150,1.0501,1.0497
-54.0659,-94.1180,1.0501,1.0497
-54.0176,-94.2211,1.0501,1.0497
-53.9692,-94.3242,1.0501,1.0498
-53.9209,-94.4272,1.0501,1.0498
-53.8724,-94.5302,1.0501,1.0498
-53.8240,-94.6332,1.0500,1.0499
-53.7755,-94.7361,1.0500,1.0499
-53.7269,-94.8391,1.0500,1.0499
-53.6783,-94.9420,1.0500,1.0500
-53.6296,-95.0449,1.0500,1.0500
-53.5808,-95.1477,1.0500,1.0500
-53.5320,-95.2505,1.0500,1.0501
-53.4832,-95.3533,1.0500,1.0501
-53.4342,-95.4561,1.0500,1.0502
-53.3852,-95.5588,1.0501,1.0502
-53.3362,-95.6615,1.0501,1.0503
-53.2870,-95.7642,1.0501,1.0504
-53.2378,-95.8668,1.0502,1.0505
-53.1885,-95.9694,1.0503,1.0506
-53.1392,-96.0720,1.0504,1.0508
-53.0897,-96.1745,1.0505,1.0509
-53.0402,-96.2770,1.0507,1.0511
-52.9906,-96.3794,1.0509,1.0514
-52.9410,-96.4818,1.0511,1.0517
-52.8912,-96.5842,1.0514,1.0520
-52.8414,-96.6866,1.0517,1.0523
-52.7916,-96.7889,1.0520,1.0526
-52.7416,-96.8911,1.0523,1.0530
-52.6916,-96.9934,1.0526,1.0534
-52.6414,-97.0956,1.0529,1.0537
-52.5913,-97.1977,1.0533,1.0541
-52.5410,-97.2998,1.0536,1.0545
-52.4906,-97.4019,1.0539,1.0548
-52.4402,-97.5039,1.0542,1.0551
-52.3897,-97.6059,1.0544,1.0554
-52.3391,-97.7079,1.0547,1.0556
-52.2884,-97.8098,1.0549,1.0558
-52.2376,-97.9117,1.0550,1.0560
-52.1868,-98.0135,1.0551,1.0561
-52.1358,-98.1152,1.0552,1.0561
-52.0848,-98.2170,1.0552,1.0561
-52.0336,-98.3187,1.0551,1.0561
-51.9824,-98.4203,1.0551,1.0560
-51.9311,-98.5219,1.0549,1.0559
-51.8797,-98.6235,1.0548,1.0557
-51.8282,-98.7250,1.0546,1.0555
-51.7766,-98.8264,1.0544,1.0553
-51.7249,-98.9278,1.0542,1.0549
-51.6732,-99.0292,1.0539,1.0546
-51.6213,-99.1305,1.0537,1.0542
-51.5694,-99.2318,1.0534,1.0539
-51.5174,-99.3330,1.0532,1.0535
-51.4653,-99.4342,1.0529,1.0532
-51.4131,-99.5354,1.0527,1.0528
-51.3608,-99.6365,1.0525,1.0525
-51.3085,-99.7375,1.0524,1.0522
-51.2560,-99.8386,1.0522,1.0520
-51.2035,-99.9395,1.0521,1.0517
-51.1509,-100.0405,1.0520,1.0515
-51.0982,-100.1414,1.0519,1.0513
-51.0454,-100.2422,1.0518,1.0511
-50.9926,-100.3430,1.0518,1.0510
-50.9397,-100.4438,1.0518,1.0509
-50.8867,-100.5445,1.0516,1.0507
-50.8337,-100.6452,1.0515,1.0506
-50.7805,-100.7459,1.0514,1.0505
-50.7273,-100.8465,1.0512,1.0504
-50.6741,-100.9471,1.0511,1.0503
-50.6208,-101.0477,1.0510,1.0502
-50.5674,-101.1482,1.0509,1.0502
-50.5140,-101.2487,1.0508,1.0501
-50.4605,-101.3492,1.0507,1.0500
-50.4069,-101.4496,1.0506,1.0499
-50.3533,-101.5500,1.0505,1.0499
-50.2997,-101.6504,1.0503,1.0498
-50.2460,-101.7507,1.0502,1.0497
-50.1922,-101.8510,1.0501,1.0496
-50.1384,-101.9513,1.0500,1.0496
-50.0845,-102.0516,1.0499,1.0495
-50.0306,-102.1518,1.0498,1.0494
-49.9766,-102.2520,1.0497,1.0493
-49.9225,-102.3522,1.0496,1.0493
-49.8683,-102.4523,1.0495,1.0492
-49.8141,-102.5523,1.0494,1.0491
-49.7598,-102.6524,1.0493,1.0491
-49.7054,-102.7523,1.0492,1.0490
-49.6509,-102.8523,1.0491,1.0489
-49.5963,-102.9521,1.0490,1.0488
-49.5416,-103.0519,1.0489,1.0487
-49.4868,-103.1517,1.0488,1.0486
-49.4318,-103.2513,1.0487,1.0485
-49.3767,-103.3509,1.0485,1.0484
-49.3214,-103.4504,1.0484,1.0482
-49.2660,-103.5498,1.0482,1.0481
-49.2104,-103.6492,1.0481,1.0479
-49.1547,-103.7484,1.0479,1.0478
-49.0987,-103.8475,1.0478,1.0476
-49.0425,-103.9465,1.0476,1.0475
-48.9862,-104.0454,1.0474,1.0473
-48.9296,-104.1441,1.0473,1.0472
-48.8727,-104.2427,1.0472,1.0470
-48.8157,-104.3412,1.0471,1.0469
-48.7584,-104.4395,1.0470,1.0468
-48.7008,-104.5377,1.0469,1.0467
-48.6429,-104.6357,1.0468,1.0466
-48.5848,-104.7336,1.0468,1.0465
-48.5263,-104.8313,1.0468,1.0465
-48.4676,-104.9288,1.0468,1.0465
-48.4086,-105.0261,1.0468,1.0465
-48.3493,-105.1232,1.0469,1.0465
-48.2896,-105.2202,1.0470,1.0466
-48.2297,-105.3169,1.0471,1.0467
-48.1695,-105.4135,1.0472,1.0467
-48.1089,-105.5099,1.0473,1.0468
-48.0480,-105.6060,1.0475,1.0470
-47.9869,-105.7020,1.0476,1.0471
-47.9254,-105.7978,1.0478,1.0472
-47.8636,-105.8934,1.0479,1.0474
-47.8015,-105.9888,1.0481,1.0475
-47.7392,-106.0840,1.0483,1.0476
-47.6765,-106.1790,1.0484,1.0478
-47.6136,-106.2739,1.0486,1.0479
-47.5505,-106.3686,1.0487,1.0480
-47.4870,-106.4631,1.0489,1.0482
-47.4234,-106.5574,1.0490,1.0483
-47.3595,-106.6516,1.0491,1.0484
-47.2953,-106.7456,1.0492,1.0485
-47.2310,-106.8395,1.0493,1.0486
-47.1665,-106.9333,1.0494,1.0487
-47.1018,-107.0269,1.0495,1.0488
-47.0369,-107.1205,1.0495,1.0488
-46.9719,-107.2139,1.0496,1.0489
-46.9067,-107.3072,1.0496,1.0489
-46.8414,-107.4004,1.0496,1.0490
-46.7760,-107.4935,1.0497,1.0490
-46.7105,-107.5866,1.0497,1.0491
-46.6448,-107.6796,1.0497,1.0491
-46.5791,-107.7726,1.0496,1.0491
-46.5134,-107.8655,1.0496,1.0491
-46.4475,-107.9583,1.0496,1.0491
-46.3817,-108.0511,1.0496,1.0491
-46.3157,-108.1439,1.0495,1.0491
-46.2498,-108.2366,1.0495,1.0491
-46.1838,-108.3294,1.0494,1.0491
-46.1177,-108.4221,1.0494,1.0491
-46.0517,-108.5148,1.0493,1.0491
-45.9856,-108.6075,1.0493,1.0491
-45.9195,-108.7001,1.0492,1.0491
-45.8535,-108.7928,1.0492,1.0491
-45.7874,-108.8855,1.0491,1.0491
-45.7213,-108.9781,1.0491,1.0491
-45.6551,-109.0708,1.0490,1.0491
-45.5890,-109.1634,1.0490,1.0491
-45.5229,-109.2560,1.0489,1.0491
-45.4568,-109.3487,1.0489,1.0491
-45.3907,-109.4413,1.0488,1.0491
-45.3246,-109.5340,1.0488,1.0491
-45.2584,-109.6266,1.0488,1.0491
-45.1923,-109.7193,1.0488,1.0491
-45.1262,-109.8119,1.0487,1.0491
-45.0600,-109.9045,1.0487,1.0492
-44.9939,-109.9971,1.0487,1.0492
-44.9277,-110.0898,1.0488,1.0493
-44.8616,-110.1824,1.0488,1.0494
-44.7954,-110.2750,1.0488,1.0495
-44.7292,-110.3676,1.0489,1.0496
-44.6631,-110.4602,1.0489,1.0497
-44.5969,-110.5528,1.0490,1.0498
-44.5307,-110.6454,1.0491,1.0500
-44.4645,-110.7380,1.0492,1.0501
-44.3983,-110.8305,1.0493,1.0503
-44.3321,-110.9231,1.0495,1.0505
-44.2658,-111.0157,1.0496,1.0507
-44.1996,-111.1083,1.0498,1.0507
-44.1334,-111.2008,1.0499,1.0507
-44.0671,-111.2934,1.0501,1.0507
-44.0009,-111.3859,1.0503,1.0507
-43.9347,-111.4785,1.0505,1.0507
-43.8684,-111.5711,1.0506,1.0507
-43.8022,-111.6636,1.0508,1.0506
-43.7360,-111.7562,1.0510,1.0506
-43.6698,-111.8488,1.0512,1.0506
-43.6036,-111.9414,1.0513,1.0506
-43.5374,-112.0340,1.0514,1.0505
-43.4712,-112.1266,1.0513,1.0505
-43.4051,-112.2192,1.0512,1.0505
-43.3389,-112.3118,1.0511,1.0504
-43.2728,-112.4044,1.0510,1.0503
-43.2066,-112.4971,1.0509,1.0503
-43.1405,-112.5897,1.0508,1.0502
-43.0744,-112.6823,1.0506,1.0501
-43.0083,-112.7750,1.0505,1.0500
-42.9422,-112.8676,1.0504,1.0499
-42.8761,-112.9603,1.0503,1.0499
-42.8100,-113.0530,1.0502,1.0498
-42.7439,-113.1456,1.0500,1.0497
-42.6778,-113.2383,1.0499,1.0496
-42.6117,-113.3310,1.0498,1.0496
-42.5457,-113.4237,1.0497,1.0495
-42.4796,-113.5163,1.0497,1.0495
-42.4135,-113.6090,1.0496,1.0495
-42.3475,-113.7017,1.0495,1.0494
-42.2815,-113.7945,1.0495,1.0494
-42.2155,-113.8872,1.0494,1.0494
-42.1495,-113.9799,1.0494,1.0494
-42.0835,-114.0727,1.0493,1.0494
-42.0176,-114.1654,1.0493,1.0494
-41.9516,-114.2582,1.0493,1.0495
-41.8857,-114.3510,1.0493,1.0495
-41.8198,-114.4438,1.0493,1.0495
-41.7540,-114.5366,1.0493,1.0496
-41.6882,-114.6295,1.0493,1.0496
-41.6224,-114.7224,1.0493,1.0497
-41.5566,-114.8153,1.0493,1.0498
-41.4908,-114.9082,1.0494,1.0499
-41.4251,-115.0011,1.0494,1.0500
-41.3594,-115.0940,1.0494,1.0501
-41.2938,-115.1870,1.0495,1.0502
-41.2281,-115.2800,1.0496,1.0503
-41.1625,-115.3729,1.0496,1.0504
-41.0968,-115.4659,1.0497,1.0505
-41.0312,-115.5589,1.0498,1.0506
-40.9656,-115.6519,1.0499,1.0508
-40.9000,-115.7450,1.0500,1.0509
-40.8344,-115.8380,1.0501,1.0509
-40.7688,-115.9310,1.0502,1.0508
-40.7032,-116.0240,1.0503,1.0507
-40.6376,-116.1170,1.0504,1.0506
-40.5719,-116.2100,1.0505,1.0506
-40.5063,-116.3029,1.0506,1.0505
-40.4406,-116.3959,1.0507,1.0504
-40.3750,-116.4889,1.0508,1.0503
-40.3093,-116.5818,1.0508,1.0502
-40.2435,-116.6747,1.0509,1.0501
-40.1778,-116.7676,1.0507,1.0501
-40.1120,-116.8605,1.0506,1.0500
-40.0462,-116.9534,1.0505,1.0499
-39.9803,-117.0462,1.0504,1.0498
-39.9144,-117.1390,1.0502,1.0497
-39.8484,-117.2317,1.0501,1.0496
-39.7823,-117.3244,1.0500,1.0495
-39.7162,-117.4171,1.0499,1.0494
-39.6500,-117.5097,1.0498,1.0493
-39.5838,-117.6022,1.0497,1.0493
-39.5174,-117.6947,1.0497,1.0492
-39.4510,-117.7871,1.0496,1.0491
-39.3844,-117.8794,1.0496,1.0491
